,,temp_daily_max,pressure_daily_max,humidity_daily_max,wind_speed_daily_max,rain_1h_daily_max,rain_3h_daily_max,snow_3h_daily_max,clouds_all_daily_max
2017-05-02,Seville,302.88,1019,87,4,0.0,0.0,0.0,0
2017-05-02,Valencia,296.193,1021,93,3,0.0,0.0,0.0,24
2017-05-03,Barcelona,289.65,1020,93,2,0.3,0.0,0.0,100
2017-05-03,Bilbao,294.15,1021,100,3,0.0,0.0,0.0,92
2017-05-03,Madrid,299.38,1017,81,3,0.0,0.0,0.0,20
2017-05-03,Seville,305.2,1014,87,5,0.0,0.0,0.0,8
2017-05-03,Valencia,295.15,1019,100,5,0.0,0.0,0.0,75
2017-05-04,Barcelona,293.15,1017,100,4,0.0,0.0,0.0,90
2017-05-04,Bilbao,295.78,1016,93,5,0.0,0.0,0.0,64
2017-05-04,Madrid,299.13,1013,76,2,0.0,0.0,0.0,20
2017-05-04,Seville,304.43,1010,77,7,0.0,0.0,0.0,20
2017-05-04,Valencia,294.15,1017,93,4,0.0,0.0,0.0,75
2017-05-05,Barcelona,294.15,1015,93,7,0.9,0.0,0.0,40
2017-05-05,Bilbao,296.36,1010,93,10,0.9,0.0,0.0,75
2017-05-05,Madrid,295.33,1013,72,10,0.9,0.0,0.0,75
2017-05-05,Seville,302.16,1015,88,8,0.9,0.0,0.0,75
2017-05-05,Valencia,293.15,1013,88,6,0.0,0.0,0.0,90
2017-05-06,Barcelona,298.65,1019,82,8,0.0,0.0,0.0,48
2017-05-06,Bilbao,292.6,1021,100,5,0.3,0.0,0.0,92
2017-05-06,Madrid,293.13,1020,93,6,0.3,0.0,0.0,75
2017-05-06,Seville,303.4,1020,100,4,0.0,0.0,0.0,75
2017-05-06,Valencia,301.15,1017,88,8,0.0,0.0,0.0,40
2017-05-07,Barcelona,293.65,1020,87,6,0.0,0.0,0.0,40
2017-05-07,Bilbao,295.07,1024,87,4,0.0,0.0,0.0,20
2017-05-07,Madrid,299.15,1022,81,3,0.0,0.0,0.0,20
2017-05-07,Seville,306.93,1018,82,5,0.0,0.0,0.0,0
2017-05-07,Valencia,298.15,1021,77,5,0.0,0.0,0.0,20
2017-05-08,Barcelona,293.65,1020,93,6,0.0,0.0,0.0,20
2017-05-08,Bilbao,294.61,1023,87,4,0.0,0.0,0.0,0
2017-05-08,Madrid,301.33,1020,66,3,0.0,0.0,0.0,0
2017-05-08,Seville,305.74,1016,87,4,0.0,0.0,0.0,0
2017-05-08,Valencia,297.15,1019,82,5,0.0,0.0,0.0,20
2017-05-09,Barcelona,292.65,1016,93,6,0.0,0.0,0.0,20
2017-05-09,Bilbao,294.26,1019,100,4,0.0,0.0,0.0,40
2017-05-09,Madrid,300.91,1014,58,8,0.0,0.0,0.0,20
2017-05-09,Seville,302.93,1012,87,8,0.0,0.0,0.0,40
2017-05-09,Valencia,296.15,1015,93,6,0.0,0.0,0.0,20
2017-05-10,Barcelona,293.15,1009,93,6,0.3,0.0,0.0,56
2017-05-10,Bilbao,294.91,1004,93,5,0.3,0.0,0.0,40
2017-05-10,Madrid,295.14,1006,67,8,0.9,0.0,0.0,75
2017-05-10,Seville,298.56,1010,93,9,3.0,0.0,0.0,90
2017-05-10,Valencia,299.15,1008,87,6,0.0,0.0,0.0,75
2017-05-11,Barcelona,294.15,1005,93,6,0.9,0.0,0.0,75
2017-05-11,Bilbao,292.98,999,93,8,0.9,0.0,0.0,92
2017-05-11,Madrid,289.14,1005,100,9,3.0,0.0,0.0,75
2017-05-11,Seville,299.31,1006,100,9,3.0,0.0,0.0,75
2017-05-11,Valencia,299.15,1004,82,133,0.0,0.0,0.0,40
2017-05-12,Barcelona,297.65,1010,93,8,0.0,0.0,0.0,20
2017-05-12,Bilbao,294.05,1010,93,6,0.9,0.0,0.0,75
2017-05-12,Madrid,288.72,1013,93,7,0.9,0.0,0.0,75
2017-05-12,Seville,299.32,1014,93,10,3.0,0.0,0.0,92
2017-05-12,Valencia,300.15,1012,63,8,0.0,0.0,0.0,40
2017-05-13,Barcelona,298.65,1018,77,7,0.0,0.0,0.0,20
2017-05-13,Bilbao,294.6,1017,100,4,0.3,0.0,0.0,75
2017-05-13,Madrid,292.93,1020,93,8,0.9,0.0,0.0,75
2017-05-13,Seville,300.18,1021,93,5,0.0,0.0,0.0,92
2017-05-13,Valencia,302.15,1017,68,8,0.0,0.0,0.0,40
2017-05-14,Barcelona,296.15,1026,82,7,0.0,0.0,0.0,20
2017-05-14,Bilbao,298.05,1025,93,3,0.0,0.0,0.0,48
2017-05-14,Madrid,295.93,1026,87,5,0.0,0.0,0.0,40
2017-05-14,Seville,302.56,1025,100,2,0.0,0.0,0.0,20
2017-05-14,Valencia,300.15,1025,59,6,0.0,0.0,0.0,20
2017-05-15,Barcelona,297.65,1028,87,5,0.0,0.0,0.0,20
2017-05-15,Bilbao,299.23,1026,87,5,0.0,0.0,0.0,32
2017-05-15,Madrid,299.35,1029,87,2,0.0,0.0,0.0,0
2017-05-15,Seville,304.19,1024,93,6,0.0,0.0,0.0,20
2017-05-15,Valencia,300.15,1028,76,4,0.0,0.0,0.0,40
2017-05-16,Barcelona,298.65,1027,82,5,0.0,0.0,0.0,20
2017-05-16,Bilbao,300.46,1026,87,4,0.0,0.0,0.0,20
2017-05-16,Madrid,301.94,1027,67,2,0.0,0.0,0.0,0
2017-05-16,Seville,304.15,1023,63,6,0.0,0.0,0.0,24
2017-05-16,Valencia,301.15,1027,82,4,0.0,0.0,0.0,0
2017-05-17,Barcelona,298.65,1025,82,6,0.0,0.0,0.0,0
2017-05-17,Bilbao,294.8,1024,100,4,0.3,0.0,0.0,75
2017-05-17,Madrid,300.92,1023,55,4,0.3,0.0,0.0,0
2017-05-17,Seville,302.94,1020,77,5,0.0,0.0,0.0,0
2017-05-17,Valencia,300.15,1024,77,4,0.0,0.0,0.0,0
2017-05-18,Barcelona,296.65,1017,82,7,0.3,0.0,0.0,40
2017-05-18,Bilbao,287.6,1021,100,7,0.9,0.0,0.0,100
2017-05-18,Madrid,293.18,1018,93,9,3.0,0.0,0.0,75
2017-05-18,Seville,299.54,1017,72,5,0.0,0.0,0.0,0
2017-05-18,Valencia,298.15,1017,88,5,0.0,0.0,0.0,40
2017-05-19,Barcelona,293.65,1021,81,7,0.9,0.0,0.0,92
2017-05-19,Bilbao,289.6,1024,100,8,0.3,0.0,0.0,80
2017-05-19,Madrid,296.15,1021,87,6,0.0,0.0,0.0,40
2017-05-19,Seville,301.15,1019,81,5,0.0,0.0,0.0,0
2017-05-19,Valencia,294.15,1021,93,6,0.0,0.0,0.0,75
2017-05-20,Barcelona,295.15,1024,87,6,0.0,0.0,0.0,20
2017-05-20,Bilbao,292.6,1026,93,4,0.3,0.0,0.0,75
2017-05-20,Madrid,300.15,1024,75,3,0.0,0.0,0.0,0
2017-05-20,Seville,305.15,1018,76,7,0.0,0.0,0.0,0
2017-05-20,Valencia,296.15,1024,82,4,0.0,0.0,0.0,40
2017-05-21,Barcelona,296.15,1025,93,6,0.0,0.0,0.0,92
2017-05-21,Bilbao,300.4,1024,87,5,0.0,0.0,0.0,36
2017-05-21,Madrid,298.52,1022,66,4,0.0,0.0,0.0,0
2017-05-21,Seville,302.76,1015,64,5,0.0,0.0,0.0,90
2017-05-21,Valencia,296.15,1024,87,4,0.0,0.0,0.0,40
2017-05-22,Barcelona,297.65,1019,82,5,0.0,0.0,0.0,20
2017-05-22,Bilbao,295.9,1023,87,6,0.0,0.0,0.0,90
2017-05-22,Madrid,302.15,1018,71,3,0.0,0.0,0.0,20
2017-05-22,Seville,302.15,1017,93,4,0.0,0.0,0.0,92
2017-05-22,Valencia,298.15,1020,77,5,0.0,0.0,0.0,20
2017-05-23,Barcelona,299.15,1020,93,5,0.0,0.0,0.0,20
2017-05-23,Bilbao,296.25,1025,87,4,0.0,0.0,0.0,90
2017-05-23,Madrid,305.15,1020,53,4,0.0,0.0,0.0,20
2017-05-23,Seville,306.15,1014,93,5,0.0,0.0,0.0,90
2017-05-23,Valencia,299.15,1021,88,6,0.0,0.0,0.0,40
2017-05-24,Barcelona,301.15,1021,82,6,0.0,0.0,0.0,20
2017-05-24,Bilbao,302.25,1024,87,3,0.0,0.0,0.0,75
2017-05-24,Madrid,305.15,1022,62,2,0.0,0.0,0.0,20
2017-05-24,Seville,306.54,1016,72,8,0.0,0.0,0.0,12
2017-05-24,Valencia,301.15,1021,82,5,0.0,0.0,0.0,20
2017-05-25,Barcelona,301.65,1018,72,6,0.0,0.0,0.0,20
2017-05-25,Bilbao,306.4,1016,93,7,0.0,0.0,0.0,20
2017-05-25,Madrid,305.74,1018,62,3,0.0,0.0,0.0,20
2017-05-25,Seville,304.54,1014,77,6,0.0,0.0,0.0,0
2017-05-25,Valencia,303.15,1019,88,6,0.0,0.0,0.0,20
2017-05-26,Barcelona,296.65,1017,93,6,0.0,0.0,0.0,40
2017-05-26,Bilbao,301.45,1017,88,7,3.0,0.0,0.0,75
2017-05-26,Madrid,305.71,1015,63,5,0.3,0.0,0.0,40
2017-05-26,Seville,298.15,1014,93,4,0.0,0.0,0.0,90
2017-05-26,Valencia,301.15,1015,64,5,0.0,0.0,0.0,0
2017-05-27,Barcelona,297.83,1020,88,5,0.0,0.0,0.0,76
2017-05-27,Bilbao,301.7,1016,100,4,0.3,0.0,0.0,64
2017-05-27,Madrid,306.15,1017,53,8,0.0,0.0,0.0,20
2017-05-27,Seville,301.15,1014,100,6,0.0,0.0,0.0,75
2017-05-27,Valencia,298.15,1019,83,5,0.0,0.0,0.0,75
2017-05-28,Barcelona,299.15,1020,93,5,0.0,0.0,0.0,20
2017-05-28,Bilbao,299.6,1016,100,5,0.3,0.0,0.0,80
2017-05-28,Madrid,300.52,1019,48,8,0.3,0.0,0.0,40
2017-05-28,Seville,298.15,1017,82,6,0.0,0.0,0.0,75
2017-05-28,Valencia,300.15,1020,93,6,0.0,0.0,0.0,75
2017-05-29,Barcelona,299.65,1019,76,5,0.0,0.0,0.0,36
2017-05-29,Bilbao,293.6,1018,100,4,0.9,0.0,0.0,92
2017-05-29,Madrid,298.93,1017,60,5,0.9,0.0,0.0,90
2017-05-29,Seville,299.15,1018,93,6,0.0,0.0,0.0,75
2017-05-29,Valencia,299.15,1018,82,5,0.0,0.0,0.0,40
2017-05-30,Barcelona,297.15,1019,88,3,0.9,0.0,0.0,40
2017-05-30,Bilbao,292.7,1021,100,3,0.3,0.0,0.0,92
2017-05-30,Madrid,298.3,1017,72,6,0.3,0.0,0.0,40
2017-05-30,Seville,302.54,1016,93,5,0.0,0.0,0.0,40
2017-05-30,Valencia,297.15,1018,88,4,0.3,0.0,0.0,75
2017-05-31,Barcelona,298.65,1020,87,6,0.0,0.0,0.0,36
2017-05-31,Bilbao,298.25,1021,93,4,0.0,0.0,0.0,88
2017-05-31,Madrid,301.15,1020,72,7,0.0,0.0,0.0,40
2017-05-31,Seville,305.54,1017,88,6,0.0,0.0,0.0,90
2017-05-31,Valencia,300.15,1020,93,6,0.0,0.0,0.0,75
2017-06-01,Barcelona,298.65,1020,77,5,0.0,0.0,0.0,20
2017-06-01,Bilbao,300.15,1020,100,6,0.0,0.0,0.0,90
2017-06-01,Madrid,303.92,1020,67,5,0.0,0.0,0.0,20
2017-06-01,Seville,306.54,1017,82,5,0.0,0.0,0.0,0
2017-06-01,Valencia,301.15,1020,83,5,0.0,0.0,0.0,20
2017-06-02,Barcelona,298.65,1020,88,6,0.0,0.0,0.0,20
2017-06-02,Bilbao,295.45,1020,100,4,0.9,0.0,0.0,75
2017-06-02,Madrid,305.15,1019,56,7,0.9,0.0,0.0,75
2017-06-02,Seville,306.15,1016,88,6,0.0,0.0,0.0,0
2017-06-02,Valencia,301.15,1019,88,5,0.0,0.0,0.0,40
2017-06-03,Barcelona,300.65,1018,78,4,0.3,0.0,0.0,75
2017-06-03,Bilbao,290.05,1024,100,8,0.9,0.0,0.0,100
2017-06-03,Madrid,301.33,1017,88,5,3.0,0.0,0.0,75
2017-06-03,Seville,304.54,1016,82,6,0.3,0.0,0.0,56
2017-06-03,Valencia,299.15,1018,88,6,0.0,0.0,0.0,75
2017-06-04,Barcelona,297.65,1018,93,5,0.9,0.0,0.0,75
2017-06-04,Bilbao,287.05,1024,100,3,0.9,0.0,0.0,92
2017-06-04,Madrid,297.98,1017,72,7,0.9,0.0,0.0,75
2017-06-04,Seville,300.54,1016,72,8,0.0,0.0,0.0,0
2017-06-04,Valencia,296.15,1019,93,6,0.9,0.0,0.0,75
2017-06-05,Barcelona,297.65,1015,100,5,0.9,0.0,0.0,100
2017-06-05,Bilbao,297.15,1022,100,3,0.3,0.0,0.0,76
2017-06-05,Madrid,299.72,1019,81,6,0.0,0.0,0.0,0
2017-06-05,Seville,302.15,1018,72,7,0.0,0.0,0.0,0
2017-06-05,Valencia,297.15,1016,93,6,0.3,0.0,0.0,40
2017-06-06,Barcelona,298.65,1018,82,7,0.0,0.0,0.0,40
2017-06-06,Bilbao,290.6,1023,93,10,0.3,0.0,0.0,100
2017-06-06,Madrid,302.15,1017,58,6,0.0,0.0,0.0,0
2017-06-06,Seville,304.15,1016,77,5,0.0,0.0,0.0,0
2017-06-06,Valencia,304.15,1016,88,6,0.0,0.0,0.0,20
2017-06-07,Barcelona,294.15,1023,93,5,0.3,0.0,0.0,75
2017-06-07,Bilbao,298.15,1024,93,3,0.0,0.0,0.0,75
2017-06-07,Madrid,305.15,1022,58,2,0.0,0.0,0.0,0
2017-06-07,Seville,308.54,1016,88,4,0.0,0.0,0.0,0
2017-06-07,Valencia,299.15,1022,88,5,0.0,0.0,0.0,40
2017-06-08,Barcelona,299.15,1021,82,4,0.0,0.0,0.0,20
2017-06-08,Bilbao,300.95,1018,93,6,0.9,0.0,0.0,40
2017-06-08,Madrid,305.33,1018,64,5,0.0,0.0,0.0,0
2017-06-08,Seville,308.15,1014,72,6,0.0,0.0,0.0,0
2017-06-08,Valencia,300.15,1020,93,4,0.0,0.0,0.0,75
2017-06-09,Barcelona,299.15,1018,93,6,0.9,0.0,0.0,75
2017-06-09,Bilbao,296.15,1019,100,4,0.3,0.0,0.0,92
2017-06-09,Madrid,306.15,1016,60,4,0.0,0.0,0.0,0
2017-06-09,Seville,305.54,1015,72,5,0.0,0.0,0.0,0
2017-06-09,Valencia,300.15,1017,88,4,0.0,0.0,0.0,75
2017-06-10,Barcelona,301.15,1019,93,5,0.0,0.0,0.0,8
2017-06-10,Bilbao,300.6,1019,100,6,0.0,0.0,0.0,75
2017-06-10,Madrid,307.73,1019,47,3,0.0,0.0,0.0,0
2017-06-10,Seville,307.94,1016,82,7,0.0,0.0,0.0,8
2017-06-10,Valencia,302.15,1019,88,4,0.0,0.0,0.0,20
2017-06-11,Barcelona,303.15,1019,77,5,0.0,0.0,0.0,0
2017-06-11,Bilbao,298.35,1022,93,5,0.0,0.0,0.0,75
2017-06-11,Madrid,310.15,1019,49,3,0.0,0.0,0.0,0
2017-06-11,Seville,310.15,1015,77,4,0.0,0.0,0.0,8
2017-06-11,Valencia,305.15,1019,82,5,0.0,0.0,0.0,0
2017-06-12,Barcelona,302.15,1018,73,6,0.0,0.0,0.0,0
2017-06-12,Bilbao,296.25,1023,100,4,0.3,0.0,0.0,92
2017-06-12,Madrid,310.15,1018,46,5,0.0,0.0,0.0,20
2017-06-12,Seville,311.15,1014,60,6,0.0,0.0,0.0,0
2017-06-12,Valencia,305.15,1017,72,5,0.0,0.0,0.0,20
2017-06-13,Barcelona,304.65,1016,72,5,0.0,0.0,0.0,20
2017-06-13,Bilbao,301.35,1018,93,6,0.0,0.0,0.0,75
2017-06-13,Madrid,308.93,1016,46,5,0.0,0.0,0.0,0
2017-06-13,Seville,306.15,1012,64,6,0.0,0.0,0.0,0
2017-06-13,Valencia,304.15,1016,77,4,0.0,0.0,0.0,0
2017-06-14,Barcelona,305.65,1015,72,5,0.0,0.0,0.0,8
2017-06-14,Bilbao,301.99,1018,100,4,0.3,0.0,0.0,75
2017-06-14,Madrid,310.15,1016,49,6,0.0,0.0,0.0,0
2017-06-14,Seville,305.76,1015,88,5,0.0,0.0,0.0,0
2017-06-14,Valencia,305.15,1015,68,5,0.0,0.0,0.0,0
2017-06-15,Barcelona,305.15,1018,63,5,0.0,0.0,0.0,36
2017-06-15,Bilbao,293.15,1025,100,4,0.0,0.0,0.0,90
2017-06-15,Madrid,312.15,1021,40,11,0.9,0.0,0.0,20
2017-06-15,Seville,309.54,1016,88,5,0.0,0.0,0.0,20
2017-06-15,Valencia,304.15,1017,64,5,0.0,0.0,0.0,20
2017-06-16,Barcelona,305.65,1021,69,5,0.0,0.0,0.0,20
2017-06-16,Bilbao,297.25,1026,93,5,0.0,0.0,0.0,80
2017-06-16,Madrid,310.54,1024,60,6,0.3,0.0,0.0,20
2017-06-16,Seville,314.76,1017,83,5,0.0,0.0,0.0,0
2017-06-16,Valencia,306.15,1021,83,4,0.0,0.0,0.0,20
2017-06-17,Barcelona,302.65,1020,74,6,0.0,0.0,0.0,20
2017-06-17,Bilbao,302.7,1025,100,4,0.0,0.0,0.0,90
2017-06-17,Madrid,312.37,1020,50,6,0.0,0.0,0.0,20
2017-06-17,Seville,313.54,1016,53,5,0.0,0.0,0.0,56
2017-06-17,Valencia,306.15,1019,83,5,0.0,0.0,0.0,20
2017-06-18,Barcelona,304.15,1018,94,6,0.0,0.0,0.0,20
2017-06-18,Bilbao,305.0,1019,93,4,0.0,0.0,0.0,20
2017-06-18,Madrid,311.93,1016,37,6,0.0,0.0,0.0,20
2017-06-18,Seville,313.15,1012,56,6,0.0,0.0,0.0,0
2017-06-18,Valencia,304.15,1017,83,5,0.0,0.0,0.0,20
2017-06-19,Barcelona,301.65,1020,93,5,0.0,0.0,0.0,68
2017-06-19,Bilbao,307.95,1018,94,6,3.0,0.0,0.0,20
2017-06-19,Madrid,306.52,1019,47,10,0.0,0.0,0.0,20
2017-06-19,Seville,312.15,1014,69,5,0.0,0.0,0.0,20
2017-06-19,Valencia,305.15,1020,77,5,0.0,0.0,0.0,40
2017-06-20,Barcelona,304.15,1021,94,5,0.0,0.0,0.0,40
2017-06-20,Bilbao,305.05,1017,73,6,0.3,0.0,0.0,76
2017-06-20,Madrid,305.52,1023,73,7,0.9,0.0,0.0,75
2017-06-20,Seville,312.15,1015,54,6,0.0,0.0,0.0,0
2017-06-20,Valencia,305.15,1020,88,7,0.0,0.0,0.0,40
2017-06-21,Barcelona,304.65,1020,83,5,0.0,0.0,0.0,40
2017-06-21,Bilbao,307.7,1016,94,5,0.0,0.0,0.0,20
2017-06-21,Madrid,309.12,1020,68,4,0.0,0.0,0.0,20
2017-06-21,Seville,306.444,1022,78,5,0.0,0.0,0.0,20
2017-06-21,Valencia,305.15,1018,73,6,0.3,0.0,0.0,40
2017-06-22,Barcelona,305.65,1019,78,5,0.0,0.0,0.0,20
2017-06-22,Bilbao,301.75,1021,100,5,0.0,0.0,0.0,90
2017-06-22,Madrid,310.15,1020,49,6,0.0,0.0,0.0,20
2017-06-22,Seville,306.54,1018,94,5,0.0,0.0,0.0,56
2017-06-22,Valencia,306.15,1018,60,5,0.0,0.0,0.0,20
2017-06-23,Barcelona,305.15,1020,69,5,0.0,0.0,0.0,32
2017-06-23,Bilbao,294.6,1025,100,3,0.0,0.0,0.0,92
2017-06-23,Madrid,308.34,1023,44,6,0.0,0.0,0.0,20
2017-06-23,Seville,309.54,1022,94,5,0.0,0.0,0.0,90
2017-06-23,Valencia,306.15,1019,69,5,0.0,0.0,0.0,20
2017-06-24,Barcelona,303.15,1020,77,5,0.0,0.0,0.0,20
2017-06-24,Bilbao,293.7,1025,100,3,0.3,0.0,0.0,92
2017-06-24,Madrid,308.53,1021,36,8,0.0,0.0,0.0,0
2017-06-24,Seville,313.76,1020,60,9,0.0,0.0,0.0,0
2017-06-24,Valencia,304.15,1019,78,5,0.0,0.0,0.0,20
2017-06-25,Barcelona,301.15,1018,83,4,0.9,0.0,0.0,75
2017-06-25,Bilbao,296.15,1023,100,3,0.9,0.0,0.0,92
2017-06-25,Madrid,306.74,1018,82,8,0.9,0.0,0.0,40
2017-06-25,Seville,311.15,1015,39,10,0.0,0.0,0.0,20
2017-06-25,Valencia,303.15,1017,83,5,0.0,0.0,0.0,75
2017-06-26,Barcelona,305.15,1015,94,6,0.3,0.0,0.0,40
2017-06-26,Bilbao,297.8,1014,100,6,0.9,0.0,0.0,100
2017-06-26,Madrid,303.34,1015,100,6,0.9,0.0,0.0,75
2017-06-26,Seville,306.15,1013,88,6,0.0,0.0,0.0,0
2017-06-26,Valencia,305.15,1014,94,6,0.3,0.0,0.0,75
2017-06-27,Barcelona,301.15,1011,83,6,0.0,0.0,0.0,40
2017-06-27,Bilbao,296.15,1012,93,5,0.3,0.0,0.0,92
2017-06-27,Madrid,301.4,1012,77,9,0.0,0.0,0.0,75
2017-06-27,Seville,302.93,1014,93,8,0.0,0.0,0.0,20
2017-06-27,Valencia,311.15,1010,88,8,0.0,0.0,0.0,20
2017-06-28,Barcelona,304.15,1007,83,8,0.9,0.0,0.0,40
2017-06-28,Bilbao,295.84,1010,100,11,0.9,0.0,0.0,88
2017-06-28,Madrid,297.95,1012,59,10,0.9,0.0,0.0,75
2017-06-28,Seville,300.6,1016,72,9,0.0,0.0,0.0,40
2017-06-28,Valencia,306.15,1008,38,11,0.0,0.0,0.0,20
2017-06-29,Barcelona,300.15,1010,87,11,0.0,0.0,0.0,56
2017-06-29,Bilbao,292.15,1013,63,12,0.9,0.0,0.0,75
2017-06-29,Madrid,295.13,1014,51,11,0.0,0.0,0.0,40
2017-06-29,Seville,301.15,1017,63,7,0.0,0.0,0.0,0
2017-06-29,Valencia,304.15,1010,35,9,0.0,0.0,0.0,20
2017-06-30,Barcelona,300.65,1016,82,7,0.9,0.0,0.0,75
2017-06-30,Bilbao,289.15,1022,93,8,0.9,0.0,0.0,90
2017-06-30,Madrid,294.74,1019,58,7,0.0,0.0,0.0,75
2017-06-30,Seville,301.15,1019,62,6,0.0,0.0,0.0,20
2017-06-30,Valencia,300.15,1016,60,6,0.0,0.0,0.0,40
2017-07-01,Barcelona,297.65,1021,67,7,0.9,0.0,0.0,44
2017-07-01,Bilbao,288.95,1028,100,7,3.0,0.0,0.0,92
2017-07-01,Madrid,297.14,1024,58,7,0.0,0.0,0.0,20
2017-07-01,Seville,305.76,1019,59,5,0.0,0.0,0.0,0
2017-07-01,Valencia,299.15,1022,72,6,0.3,0.0,0.0,75
2017-07-02,Barcelona,300.15,1026,88,6,0.0,0.0,0.0,20
2017-07-02,Bilbao,294.05,1029,93,3,0.3,0.0,0.0,92
2017-07-02,Madrid,304.34,1026,62,7,0.0,0.0,0.0,0
2017-07-02,Seville,307.54,1024,42,6,0.0,0.0,0.0,0
2017-07-02,Valencia,300.743,1023,69,5,0.0,0.0,0.0,20
2017-07-03,Barcelona,302.15,1023,82,6,0.0,0.0,0.0,20
2017-07-03,Bilbao,299.15,1028,100,5,0.0,0.0,0.0,64
2017-07-03,Madrid,307.38,1024,51,3,0.0,0.0,0.0,0
2017-07-03,Seville,309.55,1018,43,8,0.0,0.0,0.0,0
2017-07-03,Valencia,302.15,1023,82,5,0.0,0.0,0.0,0
2017-07-04,Barcelona,302.15,1021,82,6,0.0,0.0,0.0,0
2017-07-04,Bilbao,308.05,1022,100,5,0.0,0.0,0.0,90
2017-07-04,Madrid,308.15,1020,48,5,0.0,0.0,0.0,0
2017-07-04,Seville,308.15,1015,59,6,0.0,0.0,0.0,0
2017-07-04,Valencia,302.15,1021,73,6,0.0,0.0,0.0,20
2017-07-05,Barcelona,300.65,1019,83,6,0.0,0.0,0.0,20
2017-07-05,Bilbao,302.4,1015,88,8,0.0,0.0,0.0,75
2017-07-05,Madrid,307.73,1017,53,6,0.0,0.0,0.0,40
2017-07-05,Seville,302.76,1015,83,5,0.0,0.0,0.0,75
2017-07-05,Valencia,302.15,1018,82,5,0.0,0.0,0.0,40
2017-07-06,Barcelona,303.65,1020,93,7,0.0,0.0,0.0,75
2017-07-06,Bilbao,300.9,1018,88,4,0.0,0.0,0.0,75
2017-07-06,Madrid,303.72,1021,93,12,0.9,0.0,0.0,75
2017-07-06,Seville,299.54,1016,88,6,0.3,0.0,0.0,90
2017-07-06,Valencia,305.15,1018,83,4,0.3,0.0,0.0,40
2017-07-07,Barcelona,303.15,1020,83,7,0.0,0.0,0.0,44
2017-07-07,Bilbao,302.0,1020,94,5,0.3,0.0,0.0,90
2017-07-07,Madrid,297.71,1019,100,7,3.0,0.0,0.0,75
2017-07-07,Seville,301.94,1017,88,9,0.0,0.0,0.0,0
2017-07-07,Valencia,301.15,1018,88,8,0.3,0.0,0.0,75
2017-07-08,Barcelona,303.15,1017,83,7,0.9,0.0,0.0,40
2017-07-08,Bilbao,296.25,1020,100,5,0.3,0.0,0.0,80
2017-07-08,Madrid,297.14,1018,93,9,3.0,0.0,0.0,75
2017-07-08,Seville,301.76,1017,82,8,0.0,0.0,0.0,75
2017-07-08,Valencia,308.15,1016,88,8,0.3,0.0,0.0,75
2017-07-09,Barcelona,303.15,1014,94,6,0.0,0.0,0.0,75
2017-07-09,Bilbao,298.35,1017,100,6,0.3,0.0,0.0,75
2017-07-09,Madrid,304.13,1017,93,5,0.0,0.0,0.0,0
2017-07-09,Seville,305.15,1017,88,7,0.0,0.0,0.0,90
2017-07-09,Valencia,306.15,1013,60,7,0.0,0.0,0.0,20
2017-07-10,Barcelona,301.15,1015,94,5,0.0,0.0,0.0,40
2017-07-10,Bilbao,293.95,1018,100,5,0.3,0.0,0.0,100
2017-07-10,Madrid,305.14,1015,82,5,0.0,0.0,0.0,0
2017-07-10,Seville,307.54,1013,88,4,0.0,0.0,0.0,0
2017-07-10,Valencia,304.15,1013,78,6,0.0,0.0,0.0,20
2017-07-11,Barcelona,301.83,1016,83,6,0.0,0.0,0.0,40
2017-07-11,Bilbao,299.35,1019,100,5,0.0,0.0,0.0,88
2017-07-11,Madrid,306.93,1017,77,5,0.0,0.0,0.0,0
2017-07-11,Seville,311.15,1014,77,4,0.0,0.0,0.0,0
2017-07-11,Valencia,304.15,1016,83,5,0.0,0.0,0.0,20
2017-07-12,Barcelona,303.65,1019,94,6,0.0,0.0,0.0,24
2017-07-12,Bilbao,296.7,1023,88,4,0.0,0.0,0.0,75
2017-07-12,Madrid,310.15,1020,72,5,0.0,0.0,0.0,0
2017-07-12,Seville,315.15,1016,60,4,0.0,0.0,0.0,0
2017-07-12,Valencia,306.15,1017,83,5,0.0,0.0,0.0,20
2017-07-13,Barcelona,303.15,1020,94,7,0.0,0.0,0.0,75
2017-07-13,Bilbao,295.25,1024,93,4,0.0,0.0,0.0,88
2017-07-13,Madrid,313.33,1021,72,9,0.0,0.0,0.0,0
2017-07-13,Seville,314.76,1015,57,6,0.0,0.0,0.0,36
2017-07-13,Valencia,304.15,1019,88,5,0.0,0.0,0.0,40
2017-07-14,Barcelona,301.65,1019,88,7,0.0,0.0,0.0,90
2017-07-14,Bilbao,295.5,1025,88,5,0.3,0.0,0.0,92
2017-07-14,Madrid,312.74,1018,60,8,0.0,0.0,0.0,0
2017-07-14,Seville,311.15,1014,78,6,0.0,0.0,0.0,0
2017-07-14,Valencia,304.15,1019,88,5,0.0,0.0,0.0,75
2017-07-15,Barcelona,303.15,1019,88,7,0.0,0.0,0.0,40
2017-07-15,Bilbao,297.59,1025,93,6,0.0,0.0,0.0,88
2017-07-15,Madrid,310.15,1019,52,3,0.0,0.0,0.0,0
2017-07-15,Seville,310.15,1016,88,6,0.0,0.0,0.0,0
2017-07-15,Valencia,304.15,1019,83,6,0.0,0.0,0.0,75
2017-07-16,Barcelona,302.15,1020,94,6,0.0,0.0,0.0,20
2017-07-16,Bilbao,301.8,1024,93,5,0.0,0.0,0.0,75
